PROD_CODIGO;PROD_COD_BAR;PROD_DESCRICAO
16143;7898506475063;CABO USB 2.0 A MACHO X B MACHO 3M MULTILASER WI273
16126;7898506475070;CABO USB 2.0 A MACHO X B MACHO 5M MULTILASER WI274
5877;7898458701432;CABO VGA 15MX15M WI042 MULTILASER
19992;7898506455058;CABO VGA 15MX15M WI208 MULTILASER 1,8MT
17986;7898506479436;CABO VGA(M) X VGA(M) 5M MULTILASER WI277
5634;7898458706598;CABO VIDEO MULTILASER COMPONENTE WI10072ML
5635;7898458706611;CABO VIDEO MULTILASER S-VIDEO WI10074ML WI074
5631;7898458706536;CABO VIDEO MULTILASER 1 RCA WI066
5633;7898458706574;CABO VIDEO MULTILASER 3,5MM WI10070ML
26292;7899838890463;CADEIRA ESCRITORIO GIRATORIA ADAPT C/ BRACO AJUSTAVEL MULTILASER GA204
24486;7899838890333;CADEIRA PRESIDENTE DELUXE GA202 MULTILASER
20638;7899838823300;CAFETEIRA GOURMET ELETRICA 30 XICARAS BE04 MULTILASER PRETA 220V
20871;7899838846163;CAFETEIRA 2 XICARAS MULTILASER BE010 C/FILTRO PERMANENTE
9849;7898476325399;CAIXA DE SOM BATMAN MULTILASER SP00011ML
17489;7899838802381;CAIXA DE SOM BLUETOOTH DJ STATION 120W RMS MULTILASER SP190
12499;7898506456406;CAIXA DE SOM MP3 BASS BOX MULTILASER SP117
7467;7898458704532;CAIXA DE SOM MULTILASER ACRILICO SP2.0029ACBIVML
18560;7899838811710;CAIXA DE SOM MULTILASER BLUETOOTH/LED/MICROFONE SP217
12287;7898149188078;CAIXA DE SOM MULTILASER DOUBLE BASS 30W SP118
17682;7899838801551;CAIXA DE SOM MULTILASER MULTIUSO C/MICROFONE SP191
17691;7899838808895;CAIXA DE SOM MULTILASER PULSE SP206 BLUETOOTH PRETA
17692;7899838808925;CAIXA DE SOM MULTILASER PULSE SP209 BLUETOOTH ROSA
8048;7898476327782;CAIXA DE SOM MULTILASER SP022 BETTYBOOP USB
8049;7898149185404;CAIXA DE SOM MULTILASER SP050 PTO USB
8096;7898149187286;CAIXA DE SOM MULTILASER SP053 USB PRETA
8841;7898476324699;CAIXA DE SOM MULTILASER SP090
16142;7898506463220;CAIXA DE SOM MULTILASER SP152 20W(RMS) SUPER BASS GAMER
5751;7898458706123;CAIXA DE SOM MULTILASER SP2.0042VEUBMO
26400;7898506474981;CAIXA DE SOM MULTILASER 14W RMS USB CONEXÃO P2  PRETO SP172
18293;7899838811697;CAIXA DE SOM MULTILASER 150W(RMS) TROLLEY SP219 AMPLIFICADORA BLUETOOTH
23546;7899838828640;CAIXA DE SOM MULTILASER 2.0 6W RMS SP261 ACABAMENTO MADEIRA
13997;7898506455010;CAIXA DE SOM MULTILASER 3W BLACK PIANO SP114
13990;7898476324637;CAIXA DE SOM MULTILASER 4W SP089 USB BLACK PIANO
8090;7898476325467;CAIXA DE SOM SPEAKER FLAT SP009 USB MULTILASER
9850;7898476324712;CAIXA DE SOM 2.0 MULTILASER SP091
19180;7898506460595;CAIXA DE SOM 2.0 USB PRETO MULTILASER SP144
8851;7898458706307;CAIXA DE SOM 2.0 USB PT MULTILASER SP044
22693;7899838879895;CAIXA DE SOM 2.1 USB BASS 20W BIVOLT PT MULTILASER SP377
18144;7898506454327;CAIXA SOM MULTILASER SP108 USB ICE SHINY
16905;7898506479832;CAMERA AUTOMOTIVA DVR HD MULTILASER AU013
16267;7898506473892;CAMERA BULLET SONY CCD 600TVL 6MM 25M IR MULTILASER SE009 CZA
14930;7898506459643;CAMERA DE RE VISAO NOTURNA MULTILASER AU002
15222;7898506467273;CAMERA E FILMADORA SPORTCAM HD DC180 MULTILASER 14MP
24836;7899838881140;CAMERA INTERNA WI-FI HD 3.6MM - LIV MULTILASER SE223
5757;7898458706161;CAMERA USB MULTILASER WC37304
429800;7898149185206;CAMERA USB WC300 C/ MIC MULTILASER
18142;7899838807157;CANETA APRESENTADOR GREEN LASER MULTILASER AC278
5645;7898458704495;CARREG BATERIA CB43100 MULTILASER USB P CARROS
17109;7899838806990;CARREGADOR AUTOMOTIVO USB DISPLAY MULTILASER CB079
21787;7899838808239;CARREGADOR AUTOMOTIVO 2 USB 2.1A C/ CABO MICRO USB ESPIRAL CB083 MULTILASER
20740;7899838802435;CARREGADOR AUTOMOTIVO 3 USB 3.1A CB074 MULTILASER
22355;7898506456369;CARREGADOR C/ PILHAS AA MULTILASER CB054
14497;7898506451609;CARREGADOR C/ PILHAS AA/AAA MULTILASER CB045
18703;7899838818450;CARREGADOR DE PAREDE USB BRANCO CB105 MULTILASER 
17110;7899838807003;CARREGADOR DE PAREDE USB MULTILASER CB080
18702;7899838818443;CARREGADOR DE PAREDE USB PRETO MULTILASER CB104
27346;7899838815473;CARREGADOR DE PILHAS MULTILASER 4X AA 4X AAA 12 HORAS CB093
9578;7898476327935;CARREGADOR PARA NOTE VEICULAR MULTILASER CB00005ML
27046;7898149184391;CARTAO DE MEMORIA MULTILASER ADAPTADOR USB DUAL DRIVE + ADAPTADOR SD 128GB MC153
14173;7898506461837;CASE E BASE GIRATORIA TABLET 7 MULTILASER BO189 PTO
14499;7898506462551;CASE E SUPORTE COM ALCA P/TABLET 7 MULTILASER BO197 PTO
15751;7898458708707;CASE NEOPRENE PARA NOTEBOOK 14 PRETO MULTILASER BO006
19999;7898506462865;CASE NEOPRENE PARA NOTEBOOK 14 PRETO/CINZA MULTILASER BO207
16153;7898506462964;CASE NEOPRENE PARA NOTEBOOK 14 ROSA/PRETO MULTILASER BO300
14502;7898506462841;CASE NEOPRENE PARA TABLET 7 PRETO/CINZA MULTILASER BO205
18451;7899838816654;CASE NOTEBOOK 15,6 NEOPRENE PRETO/CINZA MULTILASER BO400
9129;7898506450220;CASE PARA CAMERA MULTILASER BO041
9131;7897017852653;CASE PARA CAMERA MULTILASER BO265
12658;7898506454334;CASE PARA HD BLACK PIANO  MULTILASER GA077
24799;7898506475360;CASE PARA HD DOCKING SATA 2,5 E 3,5 MULTILASER GA125
24375;7898506467181;CASE PARA HD EXTERNO 3,5 C/ VENTILADOR MULTILASER GA119
12655;7898506454341;CASE PARA HD WHITE  MULTILASER GA080
12495;7898476323210;CASE PARA HD 2,5 NOTE MULTILASER GA030
14933;7898506463978;CASE PARA HD 2,5 NOTE MULTILASER GA117 AZUL
20404;7898506467174;CASE PARA HD 3,5  MULTILASER GA118
12496;7898476323258;CASE PARA HD 3,5 C/VENTILADOR MULTILASER GA034
21716;7899838801803;CASE PARA SSD 2,5  MULTILASER GA138
16331;7898506462988;CASE PARA TABLET 7 DUPLA CAMADA MULTILASER BO301
16330;7898506469772;CASE PARA TABLET 7 ROSA MULTILASER BO214
14747;7898506462988;CASE TABLET DUPLA CAMADA PRETO MULTILASER BO301
14746;7898506462957;CASE TABLET E NETBOOK 10 ROSA E PRETO MULTILASER BO209
13185;7898506456819;CASE TABLET 10 NEOPREME PT/CZ MULTILASER BO143
13002;7898506456017;CASE TABLET 7 NEOPREME PRETO MULTILASER BO098
13186;7898506456598;CASE TABLET 7 NEOPREME PT/CZ MULTILASER BO117
13880;7898506460656;CASE TABLET 7 NEOPREME PTO/ AZ MULTILASER BO165
13879;7898506460649;CASE TABLET 7 NEOPREME ROSA/PRETO MULTILASER BO164
14324;7898506456581;CASE TABLET 7 NEOPRENE PRETO/ROSA MULTILASER BO116
14742;7898506462278;CASE TABLET 7 PREMIUM PRETO MULTILASER BO191
14171;7898506461554;CASE TABLET 7 RETRO MULTILASER BO182
14436;7898506461561;CASE TABLET 8 PRETO MULTILASER BO183
14743;7898506462292;CASE TABLET 9,7 PREMIUM PRETO MULTILASER BO193
9563;7898476323142;CD MULTILASER LIGHTSCRIBE C/ 25 UND
7556;7898476323159;CD MULTILASER LIGHTSCRIBE UND BOX CD004
16906;7898506474738;CD-R MULTILASER C /50 CD051
18152;7898149183196;CDR MULTILASER ENVELOPE UND CD006
5747;7898149186876;CDR MULTILASER IMPRIMIVEL C/100 BRANCO CD021
7076;7898458706086;CDR MULTILASER 25 UND BRANCO
5167;7898458702125;CDR MULTILASER 25 UND VERMELHO
16250;7898506476589;CD-R W MULTILASER ENVELOPE UND CD037
4651;7898149186425;CDRW MULTILASER UND BOX CD017
9908;7898458705065;CDRW MULTILASER UND ENVELOPE CD028
5243;7898149189273;CDRW MULTILASER 25UND
22478;7899838864655;CELULAR MULTILASER E LITE P9099
22613;7899838889207;CELULAR MULTILASER E LITE 32GB PRETO P9126
20299;7899838823140;CELULAR MULTILASER VITA P9048
21736;7899838810553;CELULAR MULTILASER 3G P9017
20445;7899838839240;CELULAR UP PLAY MULTILASER P9076 PTO
20498;7899838839257;CELULAR UP PLAY MULTILASER P9077 BRANCO
16990;7899838802459;CHAVEIRO STAR WARS UNIDADE  MULTILASER BR349
19038;7899838800479;CHUPETA OCEAN PP AZUL MULTILASER BB135
23484;7899838878409;CHURRASQUEIRA ELETRICA 220V - 2000W C/PEDESTAL CE134 MULTILASER
21869;7899838835785;CHURRASQUEIRA ELETRICA 220V - 2000W C/PEDESTAL/SELETOR DE TEMPERATURA CE046 MULTILASER
20291;7899838833422;CHURRASQUEIRA ELETRICA 220V CE034 MULTILASER
23483;7899838878386;CHURRASQUEIRA ELETRICA 220V CE132 MULTILASER PREMIUM
20309;7899838823737;CHURRASQUEIRA ELETRICA 220V CE20 MULTILASER
16326;7898506469802;CICLO COMPUTADOR 11FUNCOES BI001 MULTILASER
18343;7899838805832;CONECTOR P4 FEMEA UNID MULTILASER SE128
19148;7899838805771;CONECTOR VIDEO BALUN MULTILASER SE123
15407;7898506467280;CONTROLE JOYPAD DUAL SHOCK PS2/PS3/PC USB/PS2 MULTILASER JS071
15406;7898506454464;CONTROLE JOYPAD DUAL SHOCK XPAD PC/XBOX 360 MULTILASER JS063
21521;7899838822983;CONTROLE JOYPAD WARRIOR TAKEO S/FIO  PC/PS3  MULTILASER JS084
12340;7898506454457;CONTROLE JOYSTICK PS3/PC MULTILASER JS062
8647;7898458702408;CONTROLE JOYSTICK USB MULTILASER JS028
18999;7899838809090;CONVERSOR DE TV DIGITAL MULTILASER RE207
16246;7898506455706;COOLER DUPLO P/NOT MULTILASER AC127
18555;7899838801759;COOLER FAN 12X12CM LED AZUL MULTILASER GA135
18561;7899838801766;COOLER FAN 12X12CM LED VERMELHO MULTILASER GA136
20511;7899838843551;COOLER P/ NOTEBOOK WARRIOR LOTHAIRE C/ LED MULTILASER AC327
19197;7898506459162;COOLER PARA NOTEBOOK VERTICAL MULTILASER AC166
19918;7898476329816;COOLER PARA NOTEBOOK WARRIOR POWER GAMER LED VERDE MULTILASER AC267
16018;7898476328185;COOLER PROCESSADOR INTEL 775 MULTILASER GA043
16247;7898506471409;COOLER SLIM P/NOT MULTILASER AC263
16020;7898506467341;COOLER UNIVERSAL 1155/1156/775 INTEL/AMD MULTILASER GA120
14437;7898476328192;COOLER VENTILADOR SLEEVE BEARING 80X80MM MULTILASER GA044
20822;7899838837475;CORDAO OPTICO SC-APC/SC-APC 3M 2MM RE877 MULTILASER - FIBERHOME
20821;7899838837482;CORDAO OPTICO SC-UPC/SC-APC 3M 2MM RE878 MULTILASER - FIBERHOME
15745;7898506462827;DESCANSO DE CABECA COM TELA DVD MULTILASER AU303 CINZA
14683;7898506462797;DESCANSO DE CABECA COM TELA MULTILASER AU300 PRETO
14929;7898506462803;DESCANSO DE CABECA COM TELA MULTILASER AU301 CINZA
15221;7898506462810;DESCANSO DE CABECA COM TELA MULTILASER AU302 PRETO
19919;7899838807164;DESCANSO ERGONOMICO AJUSTAVEL PARA PES MULTILASER AC279
19917;7898476325955;DESCANSO ERGONOMICO PARA PES MULTILASER AC059
22477;7899838894089;DESKTOP MULTILASER AMD RYZEN 3 4GB 1TB LINUX DT050
22089;7899838832050;DISCO SOLIDO AXIS400 MULTILASER SSD 120GB 2.5 SATA III SS101
22090;7899838852058;DISCO SOLIDO AXIS400 M.2 2242 4,2 CM MULTILASER SSD 120GB  400 MB/S  SS104
23252;7899838893563;DISCO SOLIDO AXIS500 MULTILASER SSD 240GB M.2 2.5 SATA III SS204
17983;7899838818054;DISCO SOLIDO MULTILASER SSD 240GB 2.5 SATA III SS200
20168;7899838834184;DRONE SHARK WIFI C/ CAMERA HD MULTILASER ES177
18481;7899838804224;DRONE SKY LASER C/CAMERA 2.0 MULTILASER BR385
8481;7898458705645;DVD BLU-RAY MULTILASER 25GB DV012
15749;7898476328727;DVD MULTILASER ENVELOPE UND DV001
9564;7898476323111;DVD MULTILASER LIGHTSCRIBE C/ 25 UND DV030
17782;7899838801599;DVD PLAYER C/HDMI 5.1 CANAIS/KARAOKE/USB PRETO MULTILASER SP193
4923;7898458702606;DVD+R DUAL LAYER MULTILASER 8.5 GB BOX DV002
13993;7898506461233;DVD+R DUAL LAYER PRINT BCO 8.5GB MULTILASER BOX DV055
380201;7898149183790;DVD-R MULTILASER C/ 100 DV100
5564;7898458705867;DVD-R MULTILASER C/10 UN  DV019
18153;7898149186814;DVD-R MULTILASER ENVELOPE UND DV018
17303;7898506454747;DVD-R MULTILASER IMPRIMIVEL PINO COM 50 UND BRANCO DV052
18154;7898506454013;DVD+R MULTILASER PINO COM 50 UND DV047
17304;7898506474790;DVD-R MULTILASER PINO COM 50 UND DV060
13597;7898506451968;DVD-R MULTILASER PINO C/100 DV037
17115;7898506474806;DVD-R MULTILASER PINO C/50 DV061
9885;7898506453030;DVD-R MULTILASER PRINT PLUS C/ 50 UN
5168;7898458705652;DVD-R MULTILASER 15GB BOX
4449;7898149186517;DVD-RW MULTILASER PINO C/10
16248;7898506456079;DVD-RW MULTILASER PINO C/10 4.7GB 4X DV054
19933;7899838829098;ESCOVA  SECADORA MODELADORA BEAUTY EB015 MULTILASER
19934;7899838830278;ESCOVA ALISADORA BEAUTY EB018 MULTILASER
19502;7899838824031;ESCOVA ALISADORA EB10 MULTILASER
20878;7899838834313;ESCOVA DE DENTE ELETRICA ADULTO MULTILASER HC086
20876;7899838834092;ESCOVA DE DENTE ELETRICA INFANTIL DINOSSAURO MULTILASER HC080
21127;7899838834276;ESCOVA DE DENTE ELETRICA INFANTIL JACARE MULTILASER HC100
21128;7899838834283;ESCOVA DE DENTE ELETRICA INFANTIL PONEI MULTILASER HC101
20877;7899838834108;ESCOVA DE DENTE ELETRICA INFANTIL UNICORNIO MULTILASER HC081
19501;7899838823713;ESCOVA ROTATIVA MODELADORA EB09 MULTILASER
20879;7899838835129;FERRO DE PASSAR A SECO MULTILASER HO017
26404;7898506459773;FILTRO DE LINHA MULTILASER 6 TOMADAS LINEAR WI222
10564;7898506452323;FILTRO DE LINHA 3T MULTILASER WI188
16144;7898506459742;FILTRO DE LINHA 4T MULTILASER WI219
19001;7899838809366;FILTRO DE LINHA 5T BRANCO MULTILASER  WI300
19000;7899838806730;FILTRO DE LINHA 5T PRETO MULTILASER  WI297
16154;7898506459766;FILTRO DE LINHA 6T PRETO MULTILASER  WI221
18138;7898506476572;FONE BLUETOOTH MULTILASER AU203
24001;7899838894058;FONE BLUETOOTH TWS AIRBUD PH358  MULTILASER PRETO
13844;7898506458134;FONE C/MICROFONE AURICULAR PRATA MULTILASER PH062
13858;7898506458103;FONE C/MICROFONE AURICULAR PRETO MULTILASER PH059
13882;7898506458127;FONE C/MICROFONE AURICULAR ROSA/BRANCO MULTILASER PH061
13387;7898506458110;FONE C/MICROFONE AZ MULTILASER PH060
9846;7898149186098;FONE C/MICROFONE PRETO MULTILASER PH002
19504;7899838807423;FONE C/MICROFONE RETRATIL GAMER VD MULTILASER PH146
19503;7898506460175;FONE C/MICROFONE RETRATIL GAMER VM MULTILASER PH073
15047;7898506463657;FONE DE OUVIDO AURICULAR BRANCO MULTILASER PH087
15048;7898506463664;FONE DE OUVIDO AURICULAR ROSA MULTILASER PH088
15223;7898506467198;FONE DE OUVIDO BARBIE MULTILASER PH098
15131;7898506460403;FONE DE OUVIDO BLUETOOTH MULTILASER AU200
14923;7898506466580;FONE DE OUVIDO BLUETOOTH MULTILASER PH097
21023;7899838838564;FONE DE OUVIDO BLUETOOTH MULTILASER PH256 PRETO
21024;7899838838571;FONE DE OUVIDO BLUETOOTH MULTILASER PH257 BRANCO
24281;7899838833316;FONE DE OUVIDO BLUETOOTH MULTILASER POP PRETO PH246
18566;7899838808246;FONE DE OUVIDO BLUETOOTH MULTILASER PULSE PH153 C/ARCO
20733;7899838822402;FONE DE OUVIDO BLUETOOTH MULTILASER PULSE PH230 PRETO
20734;7899838822433;FONE DE OUVIDO BLUETOOTH MULTILASER PULSE PH233 AMARELO
24282;7899838876153;FONE DE OUVIDO C/ MICROFONE MULTILASER PRO P2 PRETO PH316
8843;7898149189983;FONE DE OUVIDO C/MICROFONE MULTILASER PH031
21325;7899838822747;FONE DE OUVIDO COM MICROFONE SMARTO GO PRETO  MULTILASER PH208
15132;7898506463671;FONE DE OUVIDO FUN AZUL MULTILASER PH089
18467;7899838808055;FONE DE OUVIDO HEADPHONE BLUETOOTH MULTILASER BRANCO PH152
18466;7899838808024;FONE DE OUVIDO HEADPHONE BLUETOOTH MULTILASER PRETO PH150
18833;7899838808048;FONE DE OUVIDO HEADPHONE BLUETOOTH MULTILASER PRETO/AMARELO PH151
21025;7899838844152;FONE DE OUVIDO HEADPHONE BLUETOOTH 4 EM 1 MULTILASER PH264 PRETO
21026;7899838844176;FONE DE OUVIDO HEADPHONE BLUETOOTH 4 EM 1 MULTILASER PH266 VERMELHO
18453;7898506475452;FONE DE OUVIDO HEADPHONE MP3/FM/SD MULTILASER PH111
15414;7898506467204;FONE DE OUVIDO MONSTER HIGH ESTAMPA MULTILASER PH099
10387;7898506453887;FONE DE OUVIDO MULTILASER PH043
16147;7898506459476;FONE DE OUVIDO MULTILASER PH066
17111;7899838806952;FONE DE OUVIDO MULTILASER PH145
21402;7899838808260;FONE DE OUVIDO MULTILASER PULSE PH155 ROSA/BRANCO
20732;7899838807997;FONE DE OUVIDO MULTILASER P2 PH148 AMARELO
21052;7899838805528;FONE DE OUVIDO NEON MULTILASER PH136
18711;7898149189921;FONE DE OUVIDO PH006 MULTILASER PRETO
18704;7899838818504;FONE DE OUVIDO PH213 MULTILASER PRETO
18705;7899838818511;FONE DE OUVIDO PH214 MULTILASER BRANCO
22189;7899838876788;FONE DE OUVIDO PRETO MULTILASER PH322
8254;7898149186036;FONE DE OUVIDO PT/PTA MULTILASER PH004
17310;7899838801728;FONE DE OUVIDO P2 CABO PC/NOTEBOOK NYLON MULTILASER PH120
8680;7898149189945;FONE DE OUVIDO SPORT MULTILASER PH016
22210;7899838876764;FONE DE OUVIDO TWS AIRBUD BRANCO MULTILASER PH326
26846;7899838876160;FONE DE OUVIDO USB C/ MICROFONE MULTILASER PRETO PH317
16149;7898506462155;FONE DE OUVIDO XTREAM 360 MULTILASER PH083
8246;7898149189969;FONE EMBUTIDO MULTILASER PH027
8255;7898149189976;FONE HASTE FLEXIVEL PRETO MULTILASER PH030
8257;7898458703375;FONE MULTILASER C/REDUTOR DE RUIDO PH52202
8674;7898458702347;FONE OUVIDO MULTILASER PH50209 BRANCA
8247;7898149186050;FONE PRATA MULTILASER PH026
8256;7898458704051;FONE S/FIO MULTILASER PRETO PH036
25947;7898476328079;FONTE ATX 200W GA039 S/CABO MULTILASER
24484;7898506462070;FONTE ATX 200W GA114BU S/CABO MULTILASER
21795;7899838838625;FONTE ATX 200W (REAL) MULTILASER GA200BU
20872;7899838830445;FORNO ELETRICO 46L MULTILASER CE026
5384;7898458709117;FRAGMENT PAPEL CD MULTILASER EQ300 120V
7747;7898458709094;FRAGMENT PAPEL 5F MULTILASER EQ100 120V
24277;7899838890142;FRAGMENTADORA MULTILASER 220V PAPEL 6 FOLHAS E CARTAO OF010
20942;7899838850917;GABINETE GAMER KAROK WARRIOR GA177 MULTILASER
20944;7899838850924;GABINETE GAMER MODOC WARRIOR GA178 MULTILASER
20295;7899838815145;GABINETE GAMER WARRIOR GA154 MULTILASER
20296;7899838819815;GABINETE GAMER WARRIOR GA155 MULTILASER
22243;7899838864389;GABINETE MICRO  MULTILASER C/FONTE 200W GA190
22801;7898149184346;GAVETEIRO C/ 3 GAVETAS COM RODÍZIOS BRANCO FOSCO EI072 MULTILASER
16255;7898506475605;GPS TRACKER MULTILASER III 4.3 TOUCHSCREEN GP033
16370;7898506475643;GPS TRACKER MULTILASER III 5 TOUCHSCREEN GP037
13841;7898506455386;GPS TRACKER MULTILASER 4.3 C/TV DIGITAL E FM GP012
16361;7898506475612;GPS TRACKER MULTILASER 4.3 C/TV DIGITAL E FM GP034
14932;7898506466665;GPS TRACKER P/MOTO 4.3 MULTILASER GP022
13164;7898506454471;GUITARRA MULTILASER USB PC/ X360 JS064
13849;7898476328611;GUITARRA S/FIO MULTILASER P/PLAY JS027
17116;7898506477067;HEADPHONE DJ C/MICROFONE REMOVIVEL P2 MULTILASER PH117
17311;7899838804910;HEADPHONE FROZEN FUN MULTILASER PH129
17118;7899838804927;HEADPHONE FROZEN POP ESTAMPA ELZA MULTILASER PH130
17117;7898506475568;HEADPHONE FUN PRETO MULTILASER PH115
13859;7898506459483;HEADPHONE HOT BEAT BRANCO MULTILASER PH067
13173;7898506458011;HEADPHONE MULTILASER POP PT PH053
13167;7898506458035;HEADPHONE MULTILASER VIBE ROSA PH055
13857;7898506458028;HEADPHONE VIBE POP BRANCO MULTILASER PH054
