PROD_CODIGO;PROD_COD_BAR;PROD_DESCRICAO
25256;7899298616160;AUTOMATIZADOR DE PORTAO BR 300 FAST 220-127V INTELBRAS 4661303
23831;7896637640084;AUTOMATIZADOR DE PORTAO DC 800 AL 220V INTELBRAS 4660800
23832;7896637640091;AUTOMATIZADOR DE PORTAO DC 800 FAST INTELBRAS 4660802
24752;7899298606956;AUTOMATIZADOR DE PORTAO DR 300 NY 220V INTELBRAS 4660300
23828;7896637640046;AUTOMATIZADOR DE PORTAO DR 400 AL 220V INTELBRAS 4660352
24264;7899298609032;AUTOMATIZADOR DE PORTAO DR 400 FAST INTELBRAS 4660404
25284;7899298643777;AUTOMATIZADOR DE PORTAO DR 400 NY 220V INTELBRAS 4660041
23827;7896637640008;AUTOMATIZADOR DE PORTAO DR 400 220V INTELBRAS 4660350
23829;7896637640053;AUTOMATIZADOR DE PORTAO DR 600 AL 220V INTELBRAS 4660502
23830;7896637640121;AUTOMATIZADOR DE PORTAO DR 600 FAST INTELBRAS 4660504
13818;7896637622844;BALUN CONVERSOR PASSIVO INTELBRAS XBP 401 HD 4007607
16219;7896637641463;BALUN CONVERSOR PASSIVO INTELBRAS XBP 402 4561800
19645;7896637677516;BALUN PASSIVO DE VIDEO XBP 400 HD INTELBRAS 4820010
25701;7896637696050;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 1001 WP INTELBRAS 4811001
21725;7896637684743;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 3001 WP INTELBRAS 4810034
24177;7896637624985;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 500 P G2 (1 PAR)  INTELBRAS 4810039
22337;7896637688727;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 500 P INTELBRAS 4810035
24216;7896637625012;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 501 P G2 (1 PAR)  INTELBRAS 4810042
22291;7896637697835;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 501 P INTELBRAS 4810038
23640;7896637625005;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 502 B G2 (1 PAR)  INTELBRAS 4810041
22244;7896637688741;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 502 B INTELBRAS 4810037
23650;7896637624992;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 503 B G2 (01 PAR) INTELBRAS 4810040
22326;7896637688734;BALUN TRANSFORMADOR  PASSIVO DE VIDEO VB 503 B INTELBRAS 4810036
23124;7896637631532;BANDEJA DESLIZANTE P/400MM 1U INTELBRAS 4770002
22398;7896637631525;BANDEJA FIXA P/290MM 1U INTELBRAS 4770003
23125;7896637631549;BANDEJA FIXA P/400MM 1U INTELBRAS 4770001
25337;7899298643746;BANDEJA P/RACK CHANTELIER BC2U 500MM INTELBRAS 4770012
23960;7896637625920;BARRA DE ALUMINIO CHATA C/ 6 ISOLADORES CERCA ELETRICA INTELBRAS 4543562
25731;7899298633082;BASE DE ALUMINIO AUT. DESL. DR400/DR600/DC800 INTELBRAS 4660929
17451;7896637664301;BASE DE PLACA LUMINOSA NEW SLIM AUT IP20 INTELBRAS 4636288
16620;7896637632294;BASE GATEWAY IP DECT GID308B INTELBRAS 4002150
17389;7896637654968;BASE PLACA DE SAIDA PSL256 AUTONOMA 127-220V INTELBRAS 4635007
17342;7896637654975;BASE PLACA SAIDA PSL500 AUT BRANCA AUT INTELBRAS 4635008
17099;7896637644747;BATERIA AB 4191 INTELBRAS 4104191
17100;7896637644754;BATERIA AB 4241 INTELBRAS 4104241
25648;7896637681414;BATERIA CHUMBO VRLA 12V 1,2AH XB 1212 INTELBRAS 4821003
22790;7896637687133;BATERIA CR123A NAO RECARREGAVEL DE LITIO 3 V INTELBRAS 4860004
26915;7899298628262;BATERIA CR123A NAO RECARREGAVEL LI-MNO2 3V 1550MAH PANASONIC INTELBRAS 1350018
22403;7896637687164;BATERIA CR2025 (UNIDADE) NAO RECARREGAVEL DE LITIO 3 V INTELBRAS 4860001
22789;7896637687157;BATERIA CR2032 (UNIDADE) NAO RECARREGAVEL DE LITIO 3 V INTELBRAS 4860002
22905;7896637687140;BATERIA CR2450 (UNIDADE) NAO RECARREGAVEL DE LITIO 3 V INTELBRAS 4860003
26948;7899298667018;BATERIA RECARREGAVEL LI-ION 48V 100AH INTELBRAS EBL 4800 4860015
20571;7896637659895;BATERIA VRLA 12V 2,3AH-XB 1223 INTELBRAS 4616586
22528;7896637681469;BATERIA VRLA 12V 2,3AH-XB 1223 INTELBRAS 4821002
17768;7896637665278;BATERIA VRLA 12V 7,0AH-XB 1270 INTELBRAS 4821000
17658;7896637665285;BATERIA VRLA 12V-XB 12AL INTELBRAS 4821001 6AH
17299;7896637654944;BLOCO DE ILUMINACAO AUTONOMA BA3000 127/220VCA S/BAT INTELBRAS 4635001
20630;7896637679312;BLOCO DE ILUMINACAO AUTONOMO BLA 1200 INTELBRAS 4631200
25531;7899298643098;BLOCO DE ILUMINAÇAO AUTONOMO BLA 1202 4630012 INTELBRAS
20631;7896637679329;BLOCO DE ILUMINACAO AUTONOMO BLA 2200 INTELBRAS 4632200
25542;7899298643104;BLOCO DE ILUMINAÇAO AUTONOMO BLA 2202 4630011 INTELBRAS
26529;7899298643111;BLOCO DE ILUMINACAO AUTONOMO BLA 3000 4630010 INTELBRAS
24566;7899298632016;BLOCO DE ILUMINACAO AUTONOMO BLA 400 INTELBRAS 4630400
24567;7899298632023;BLOCO DE ILUMINACAO AUTONOMO BLA 600 INTELBRAS 4630600
26804;7899298677185;BOMBA DE AGUA SOLAR CENTRIFUGA P3-3, 5M3/H-95M-72 V-750W INTELBRAS 4842896
27043;7899298677086;BOMBA DE AGUA SOLAR CENTRIFUGA P4-5, 2M3/H-67M-72 V-750W INTELBRAS 4842895
20157;7896637659826;BOTAO DE SAIDA AC2651 INTELBRAS 4675000
17835;7896637661539;BOTAO DE SAIDA INOX AC2864 INTELBRAS 4675001
17869;7896637659994;BOTAO DE SAIDA INOX C/CAIXA BT3000 / AC6904 INTELBRAS 4675003
24945;7899298633143;BOTOEIRA SEM FIO BRANCA BT 100 INTELBRAS 4666001
25281;7899298633136;BOTOEIRA SEM FIO PRETA BT 100 INTELBRAS 4666000
26198;7899298649618;BRACO ARTICULADO AUT BASC STRAT BR300/BR400/BC500 4660099 INTELBRAS
27193;7899298679455;BRACO TELESCOPICO 1-4M CANCELA AUTOMATICA AF 3000 INTELBRAS 4660152
25874;7896637674577;CABO AVIATION EXTENSOR 4 VIAS 3 METROS INTELBRAS 4580253
25875;7896637674584;CABO AVIATION EXTENSOR 4 VIAS 7 METROS INTELBRAS 4580254
24163;7896637687348;CABO CFTV 4MM + 2PX26 AWG 100M FAST CAM FC67CBR INTELBRAS 4830053
24103;7896637687355;CABO CFTV 4MM + 2PX26 AWG 100M FAST CAM FC80CBR INTELBRAS 4830052
26531;7899298681397;CABO CFTV 4PX24 AWG 300M MULTI CAM MC8CAZ AZUL INTELBRAS 4830178
24129;7896637687324;CABO CFTV 4PX24 AWG 300M MULTI CAM MC8CBR INTELBRAS 4830050
26530;7899298681380;CABO CFTV 4PX24 AWG 300M MULTI CAM MC8CPR PRETO INTELBRAS 4830177
18312;7896637670388;CABO DE ALARME INCENDIO BLINDADO 2X0,75MM INTELBRAS 4616641
23217;7896637690416;CABO DE DADOS HDMI 19 VIAS 30 AWG 1M PRETO CD636 INTELBRAS 1884588
22175;7896637601924;CABO DE ENGATE RAPIDO BAT. EXTERNA C/1 CABO SERIE CBO 601 INTELBRAS 4822035
22174;7896637601252;CABO DE ENGATE RAPIDO BAT. EXTERNA C/3 CABOS SERIE CBO 603 INTELBRAS 4822036
26414;7899298675778;CABO FIBRA OPTICA 12FO ASU80 3KM INTELBRAS 4830155
26303;7899298675631;CABO FIBRA OPTICA 6FO ASU80 3KM INTELBRAS 4830157
26956;7899298693529;CABO IMPACT GIGA LAN UTP CAT6 4P 305M AZUL IG6LAZ INTELBRAS 4830184
25499;7899298656944;CABO IMPACT GIGA LAN UTP CAT6 4P 305M CINZA IG6CCZ INTELBRAS 4830005
25478;7899298659532;CABO IMPACT GIGA LAN UTP CAT6 4P 305M PRETO IG6CPR INTELBRAS 4830004
25923;7899298669364;CABO IMPACT LAN UTP CAT5E 4P 305M AZUL (IL5CAZ) 4830030 INTELBRAS
25456;7899298655992;CABO IMPACT LAN UTP CAT5E 4P 305M BRANCO INTELBRAS 4830003 IL5CBR
26514;7899298672883;CABO IMPACT LAN UTP CAT5E 4P 305M BRANCO INTELBRAS 4830134 IL5CBR
25446;7899298655077;CABO IMPACT LAN UTP CAT5E 4P 305M CINZA INTELBRAS 4830009
26574;7899298672890;CABO IMPACT LAN UTP CAT5E 4P 305M CINZA INTELBRAS 4830136 IL5CCZ
25765;7899298646327;CABO IMPACT LAN UTP CAT5E 4P 305M PRETO INTELBRAS 4830002
26092;7899298672906;CABO IMPACT LAN UTP CAT5E 4P 305M PRETO INTELBRAS 4830135 IL5CPR
25018;7899298633655;CABO MICRO USB 1,2M PVC PRETO EUAB 12PP INTELBRAS 4830073
24128;7896637687317;CABO MULTILAN U UTP 4PX24 AWG CMX INTELBRAS AZUL CAT.5E 305M IMPACT IL5C 4830051
20607;7896637676786;CABO OPTICO C/DIVISOR PLC SPLITTER 1X16 NC XFS 1160 INTELBRAS 4830016
20540;7896637676830;CABO OPTICO C/DIVISOR PLC SPLITTER 1X16 SC/APC XFS 1162 INTELBRAS 4830026
20478;7896637676885;CABO OPTICO C/DIVISOR PLC SPLITTER 1X16 SC/UPC XFS 1161 INTELBRAS 4830043
20465;7896637676809;CABO OPTICO C/DIVISOR PLC SPLITTER 1X2 SC/APC XFS 122 INTELBRAS 4830018
20466;7896637676854;CABO OPTICO C/DIVISOR PLC SPLITTER 1X2 SC/UPC XFS 121 INTELBRAS 4830028
20476;7896637676793;CABO OPTICO C/DIVISOR PLC SPLITTER 1X32 NC XFS 1320 INTELBRAS 4830017
20282;7896637676847;CABO OPTICO C/DIVISOR PLC SPLITTER 1X32 SC/APC XFS 1322 INTELBRAS 4830027
20461;7896637676816;CABO OPTICO C/DIVISOR PLC SPLITTER 1X4 SC/APC XPS 142 INTELBRAS 4830019
20467;7896637676878;CABO OPTICO C/DIVISOR PLC SPLITTER 1X4 SC/UPC XFS 141 INTELBRAS 4830029
20609;7896637676779;CABO OPTICO C/DIVISOR PLC SPLITTER 1X8 NC XFS 180 INTELBRAS 4830015
20610;7896637676823;CABO OPTICO C/DIVISOR PLC SPLITTER 1X8 SC/APC XFS 182 INTELBRAS 4830025
20468;7896637676861;CABO OPTICO C/DIVISOR PLC SPLITTER 1X8 SC/UPC XFS 181 INTELBRAS 4830042
20624;7896637676717;CABO OPTICO C/DIVISOR PLC(SPLITTER) 1X2 NC XFS 120 INTELBRAS 4830013
20625;7896637676762;CABO OPTICO C/DIVISOR PLC(SPLITTER) 1X4 NC XFS 140 INTELBRAS 4830014
20283;7896637676892;CABO OPTICO COM DIVISOR PLC(SPLITTER) 1X32 SC/UPC XFS 1321 INTELBRAS 4830044
24298;7899298631613;CABO SOLAR PRETO 1KVCA 4MM INTELBRAS 4849840
21182;7896637688383;CABO SOLAR PRETO 1KVCA/1,8KVCC ECS 6B METRO INTELBRAS 4840001
24299;7899298631620;CABO SOLAR VERMELHO 1KVCA 4MM INTELBRAS 4849841
21183;7896637688390;CABO SOLAR VERMELHO 1KVCA/1,8KVCC ECS 6B METRO INTELBRAS 4840002
25020;7899298633747;CABO USB - LIGHTNING 1,2M PVC PRETO EUAL 12PP INTELBRAS 4830077
25021;7899298633716;CABO USB - LIGHTNING 1,5M NYLON PRETO EUAL 15NP INTELBRAS 4830078
25023;7899298633686;CABO USB - MICRO USB 1,5M NYLON PRETO EUAB 15NP INTELBRAS 4830074
25024;7899298633662;CABO USB - USB-C 1,5M NYLON PRETO EUAC 15NP INTELBRAS 4830076
22312;7896637602860;CABO USB LIGHTNING 1.2M PVC BRANCO EUAL12PB INTELBRAS 4830062
22307;7896637602686;CABO USB LIGHTNING 1.5M NYLON BRANCO EUAL15NB INTELBRAS 4830061
22313;7896637602747;CABO USB MICRO B 1.2M PVC BRANCO EUAB12PB INTELBRAS 4830063
22309;7896637602679;CABO USB MICRO B 1.5M NYLON BRANCO EUAB15NB INTELBRAS 4830066
22308;7896637602662;CABO USB TYPE C 1.2M PVC BRANCO EUAC12PB INTELBRAS 4830064
22310;7896637602761;CABO USB TYPE C 1.5M NYLON BRANCO EUAC15NB INTELBRAS 4830067
22314;7896637602778;CABO USB TYPE C-C 1.2M PVC BRANCO EUCC12PB INTELBRAS 4830065
22311;7896637602754;CABO USB TYPE C-C 1,5M NYLON BRANCO EUCC15NB INTELBRAS 4830060
25078;7899298633754;CABO USB-C - LIGHTNING 1,2M PVC PRETO EUCL 12PP INTELBRAS 4830081
25022;7899298633761;CABO USB-C - LIGHTNING 1,5M NYLON PRETO EUCL 15NP INTELBRAS 4830082
25019;7899298633679;CABO USB-C 1,2M PVC PRETO EUAC 12PP INTELBRAS 4830075
25275;7899298656968;CABO U/UTP GIGA INTELBRAS CAT6 4P AZUL - IG6CAZ 4830008
25283;7899298656975;CABO U/UTP GIGA INTELBRAS CAT6 4P VERMELHO - IG6CVM 4830007
25876;7899298657910;CAIXA DE TERMINACAO OPTICA (CTO) C/SPLITTER XFTC 1608S INTELBRAS 4780047
25837;7899298657927;CAIXA DE TERMINACAO OPTICA (CTO) C/SPLITTER XFTC 1616S INTELBRAS 4780049
25759;7899298656005;CAIXA DE TERMINACAO OPTICA INTERNA C/SPLITTER XFCT 808 I INTELBRAS 4780067
20990;7896637683609;CAIXA METALICA VBOX 3000 B INTELBRAS 4600205 P/SUSTENTACAO DE CAMERAS
20991;7896637683586;CAIXA METALICA VBOX 3000 D INTELBRAS 4600204 P/SUSTENTACAO DE CAMERAS
20992;7896637682350;CAIXA METALICA VBOX 5000 E INTELBRAS 4600201 P/SUSTENTACAO DE CAMERAS
24253;7896637620048;CAIXA METALICA VBOX 5100 E INTELBRAS 4568013 P/SUSTENTACAO DE CAMERAS
25719;7899298632283;CAIXA PLASTICA CENTRAL AUTOMATIZADORA DE PORTOES CI 1000 INTELBRAS 4660907
25722;7899298632306;CAIXA PLASTICA CENTRAL AUTOMATIZADORA DE PORTOES CP 1000/1001 INTELBRAS 4660908
26370;7899298676171;CAIXA PLASTICA DE PASSAGEM VBOX 1000 MINI INTELBRAS 4560050
23449;7899298616108;CAIXA PLASTICA DE PASSAGEM VBOX 1100 BLACK INTELBRAS 4568017
21729;7896637691796;CAIXA PLASTICA DE PASSAGEM VBOX 1100 E INTELBRAS 4568009
23462;7899298616092;CAIXA PLASTICA DE PASSAGEM VBOX 1100 E PRETO INTELBRAS 4568018
21728;7896637691789;CAIXA PLASTICA DE PASSAGEM VBOX 1100 INTELBRAS 4568008
20989;7896637682343;CAIXA PLASTICA VBOX 1000 INTELBRAS 4600200 P/SUSTENTACAO DE CAMERAS
23892;7899298604785;CAIXA TERMINACAO OPTICA AEREA C/SPLITTER 1X16SC/APC XFCT 1616 INTELBRAS 4780059
23874;7899298604815;CAIXA TERMINACAO OPTICA AEREA C/SPLITTER 1X8SC/APC XFCT 1608 INTELBRAS 4780058
23797;7899298604808;CAIXA TERMINACAO OPTICA AEREA S/ SPLITTER XFCT 1600 INTELBRAS 4780057
22334;7896637600910;CAMERA  VEICULAR FULL HD DC 3101 INTELBRAS 4561600
24249;7899298621980;CAMERA  VEICULAR FULL HD SMART DC 3102 C/ MICRO SD 32GB INTELBRAS 4561603
24176;7899298613794;CAMERA  VEICULAR FULL HD SMART DC 3102 INTELBRAS 4561602
25919;7899298664789;CAMERA DE TV  DOME VHD 1220 D MIC 4560049 INTELBRAS
24693;7896637625388;CAMERA DE TV  IP BULLET 1430 B G2 INTELBRAS 4564036
21899;7896637684729;CAMERA DE TV  IP VIP 3430 D  INTELBRAS 4564188
21745;7896637685351;CAMERA DE TV  VHL 1220 D  INTELBRAS 4565277
26435;7899298660514;CAMERA DE TV ANALOGICA VHD 5240 DUAL COLOR INTELBRAS 4560047
25749;7899298649885;CAMERA DE TV DOME VHD 3220 D G6 INTELBRAS 4560042
25334;7899298650546;CAMERA DE TV IP BULLET VIP 1130 B G4 INTELBRAS 4564064
25714;7899298649915;CAMERA DE TV IP BULLET VIP 1220 B FC G4 INTELBRAS 4570002
26928;7899298685845;CAMERA DE TV IP BULLET VIP 1220 FC+ INTELBRAS 4570031
26519;7899298629900;CAMERA DE TV IP BULLET VIP 1230 B BLACK G4 INTELBRAS 4564058
25317;7899298650560;CAMERA DE TV IP BULLET VIP 1230 B G4 INTELBRAS 4564066
26201;7899298629962;CAMERA DE TV IP BULLET VIP 1230 D BLACK G4 4564059 INTELBRAS
26122;7899298661306;CAMERA DE TV IP BULLET VIP 3430 B IA INTELBRAS 4570017
25593;7899298656036;CAMERA DE TV IP BULLET VLP 1230 B INTELBRAS 4570010
20011;7896637672948;CÂMERA DE TV IP DOME VIP E6400 INTELBRAS 4564149
25258;7899298650553;CAMERA DE TV IP DOME VIP 1130 D G4 INTELBRAS 4564065
25361;7896637625364;CAMERA DE TV IP DOME VIP 1430 D G2 INTELBRAS 4564037
26960;7899298687801;CAMERA DE TV IP DOME VIPC 1230 D G2 4570042 INTELBRAS
25458;7899298656043;CAMERA DE TV IP DOME VLP 1230 D INTELBRAS 4570011
21162;7896637681797;CAMERA DE TV IP VIP S3020 G3 INTELBRAS 4564181
21378;7896637685832;CAMERA DE TV IP VIP 3220 B INTELBRAS 4564187
21463;7896637685863;CAMERA DE TV IP VIP 3220 D INTELBRAS 4564186
25869;7899298632443;CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3100 G3 INTELBRAS 4567012
27337;7899298686958;CAMERA DE TV PROF VHD 3200 MINI SD  INTELBRAS 4560058
23222;7896637632430;CAMERA DE TV P/SIST. DE SEG. VHD 1010 B G6  INTELBRAS 4565332
21462;7896637686501;CAMERA DE TV P/SIST. DE SEG. VHD 1220 B G4.0 INTELBRAS 4565268
22245;7896637601283;CAMERA DE TV P/SIST. DE SEG. VHD 1220 B G5 INTELBRAS 4565305
23440;7896637643450;CAMERA DE TV P/SIST. DE SEG. VHD 1220 B G6 BLACK INTELBRAS 4565343
24034;7899298625520;CAMERA DE TV P/SIST. DE SEG. VHD 1220 D FULL COLOR INTELBRAS 4565345
21528;7896637686495;CAMERA DE TV P/SIST. DE SEG. VHD 1220 D G4.0 INTELBRAS 4565267
22300;7896637601269;CAMERA DE TV P/SIST. DE SEG. VHD 1220 D G5 INTELBRAS 4565306
23547;7896637631648;CAMERA DE TV P/SIST. DE SEG. VHD 1220 D G6 INTELBRAS 4565322
24109;7899298625629;CAMERA DE TV P/SIST. DE SEG. VHD 1220 FULL COLOR INTELBRAS 4565344
21782;7896637687430;CAMERA DE TV P/SIST. DE SEG. VHD 1420B  INTELBRAS 4565301
24108;7899298611585;CAMERA DE TV P/SIST. DE SEG. VHD 1420B G6 INTELBRAS 4565349
22239;7896637680127;CAMERA DE TV P/SIST. DE SEG. VHD 5225 SD IR INTELBRAS 4563132
25870;7899298632450;CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3105 G3 INTELBRAS 4567013
26301;7899298672722;CAMERA DE TV VHD 1120 B FULL COLOR INTELBRAS 4560057
26343;7899298672746;CAMERA DE TV VHD 1120 D FULL COLOR INTELBRAS 4560056
25831;7899298660729;CAMERA DE TV VHD 1220 B FULL COLOR G7  INTELBRAS 4560045
23204;7896637631655;CAMERA DE TV VHD 1220 B G6 INTELBRAS 4565323
27311;7899298692386;CAMERA DE TV VHD 1220 D FC+ INTELBRAS 4560094
25832;7899298660736;CAMERA DE TV VHD 1220 D FULL COLOR G7  INTELBRAS 4560046
27213;7899298691211;CAMERA DE TV VHD 1220 D FULL COLOR G8 INTELBRAS 4560084
23439;7896637643443;CAMERA DE TV VHD 1220 D G6 BLACK INTELBRAS 4565342
27016;7899298696261;CAMERA DE TV VHD 1220 D G8 INTELBRAS 4560089
27235;7899298691020;CAMERA DE TV VHD 1220 FC G8 INTELBRAS 4560083
26342;7899298673484;CAMERA DE TV VHD 3220 B FULL COLOR+ INTELBRAS 4560053
26421;7899298673491;CAMERA DE TV VHD 3220 D FULL COLOR+ INTELBRAS 4560054
23119;7896637631471;CAMERA DE TV VHD 3220 D FULL COLOR INTELBRAS 4565317
21459;7896637686518;CAMERA DE TV VHD 3220 D G4.0 INTELBRAS 4565269 FULL HD
22183;7896637601276;CAMERA DE TV VHD 3220 D G5  INTELBRAS 4565307 FULL HD
23244;7896637631662;CAMERA DE TV VHD 3220 D G6  INTELBRAS 4565324 FULL HD
18417;7896637676571;CAMERA DE TV VHD 3220 D 3,6MM FULL HD INTELBRAS 4565240
27298;7899298696643;CAMERA DE TV VHD 3220 MINI D G8 INTELBRAS 4560077
25662;7899298657613;CAMERA DE TV VHD 3220 MINI D INTELBRAS 4560044
24421;7899298610618;CAMERA DE TV VHD 3220 MINI D INTELBRAS 4565348
27245;7899298696612;CAMERA DE TV VHD 3230 B G8 INTELBRAS 4560081
26333;7899298663058;CAMERA DE TV VHD 3240 B FULL COLOR+ INTELBRAS 4560048
27244;7899298698210;CAMERA DE TV VHD 3250 VF G8 INTELBRAS 4560151
26904;7899298672166;CAMERA DE TV VHL 1120 D G2 INTELBRAS 4560051
