codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7896637684897;Vídeo Extensor Intelbras Vex 1050 Usb, Intelbras, VEX 1050, Preto, Único;https://m.media-amazon.com/images/I/416nlBokwsL.__AC_SX300_SY300_QL70_ML2_.jpg;21.1;9.7;3.5;centímetros;0.12;g;
7898119104435;Extrator De Grampos, Masterprint, MP 106, Tipo Piranha;https://m.media-amazon.com/images/I/41JysyNH9yL.__AC_SX300_SY300_QL70_ML2_.jpg;;;;;
7899831311552;WAP Extratora Portátil SPOT CLEANER W2, 3 em 1, Borrifa, Esfrega e Extrai, com Tanques Duplos, 1600W 220V;https://m.media-amazon.com/images/I/71i+H9FDnXL._AC_SY300_SX300_.jpg;45;36.7;29.8;centímetros;4.4;quilogramas;
7896637627702;Fechadura Digital de Sobrepor Intelbras FD 1000;https://m.media-amazon.com/images/I/416vCY53LjL.__AC_SX300_SY300_QL70_ML2_.jpg;26.2;20.8;8.6;centímetros;1.5;quilogramas;
7896637627696;Fechadura Digital de Sobrepor Intelbras FD 2000;https://m.media-amazon.com/images/I/41EjVf9cELL.__AC_SX300_SY300_QL70_ML2_.jpg;26;20.8;9;centímetros;3;quilogramas;
7896637627689;Fechadura Digital de Embutir Intelbras FD 3000;https://m.media-amazon.com/images/I/41aJSGlcoqL.__AC_SX300_SY300_QL70_ML2_.jpg;32.8;28.6;9.4;centímetros;1.2;quilogramas;
7896637601436;Fechadura Digital Para Uso Interno e Externo FR 10 Preto Intelbras;https://m.media-amazon.com/images/I/516+DoFfgOL._AC_SY300_SX300_.jpg;26;20.8;8.8;centímetros;1.24;quilogramas;
7896637674454;Fechadura Digital de Sobrepor Touch Screen FR 101 Preto Intelbras;https://m.media-amazon.com/images/I/51R13R8zlmL.__AC_SX300_SY300_QL70_ML2_.jpg;26;20.6;8.6;centímetros;1;g;
7896637674447;Fechadura Digital de Sobrepor Touch Screen FR 201 Intelbras;https://m.media-amazon.com/images/I/41HcCEN+upL._AC_SY300_SX300_.jpg;26.6;20.8;8.8;centímetros;1.58;quilogramas;
7896637680134;Fechadura Digital de Embutir FR 330 Preto Intelbras;https://m.media-amazon.com/images/I/51PjDl-g0KL.__AC_SX300_SY300_QL70_ML2_.jpg;36.2;31.2;9.8;centímetros;2.93;g;
7896637669313;Fechadura Digital de Sobrepor Para Portas de Vidro FR 400 Preto Intelbras;https://m.media-amazon.com/images/I/51DTd911ugL.__AC_SX300_SY300_QL70_ML2_.jpg;28.2;22.3;10.5;centímetros;1.6;quilogramas;
7896637689236;Fechadura Digital, Intelbras, FR 620, Preta, Único;https://m.media-amazon.com/images/I/5176-Vxt1kL.__AC_SX300_SY300_QL70_ML2_.jpg;32.8;28.2;9.4;centímetros;1.95;quilogramas;
7896637689229;;;;;;;
7899298688228;Fechadura Smart de Embutir sem Maçaneta MFD 7001 Intelbras;https://m.media-amazon.com/images/I/61N6vPU7JcL.__AC_SX300_SY300_QL70_ML2_.jpg;41;32;11;cm;2.86;quilogramas;
7899298675501;Fechadura Inteligente de Sobrepor MFR 1001 Preto Intelbras;https://m.media-amazon.com/images/I/41L3EkQE3wL.__AC_SX300_SY300_QL70_ML2_.jpg;26.2;20.7;8.8;centímetros;1.25;quilogramas;
7899298700043;FECHADURA INTELIGENTE DE SOBREPOR MFD 2020 (PRETA);https://m.media-amazon.com/images/I/21hi533LLgL.__AC_SY300_SX300_QL70_ML2_.jpg;28;24;9;cm;2;quilogramas;
7896637689366;Fechadura Eletrônica com Leitor de Tag RFID FX 3000 MF Preto Intelbras;https://m.media-amazon.com/images/I/41TSOoZW9kL.__AC_SX300_SY300_QL70_ML2_.jpg;20.8;13.9;12.7;centímetros;1.1;quilogramas;
7898314172499;Fechadura Elétrica Dupla, HDL, 90.01.03.026;https://m.media-amazon.com/images/I/51AN+7Aq+pL._AC_SY300_SX300_.jpg;16.3;11.7;11.2;centímetros;800;g;
7898314172543;Fechadura C90 Dupla Com Botão, HDL, C-90 C90, Cinza;https://m.media-amazon.com/images/I/614F4ej2+BL._AC_SY300_SX300_.jpg;16.2;11.8;10.6;centímetros;1.49;quilogramas;
7898314172512;Fechadura C90 Dupla, HDL, C-90 C90, Cinza;https://m.media-amazon.com/images/I/619uU6gVk6L.__AC_SX300_SY300_QL70_ML2_.jpg;16.7;11.8;11.8;centímetros;10;g;
7896637678223;Fechadura Elétrica de Sobrepor FX 2000 AJ Cinza Intelbras;https://m.media-amazon.com/images/I/41Hlbzaj01L.__AC_SX300_SY300_QL70_ML2_.jpg;19;13.8;13.6;centímetros;1.56;g;
7896637678216;Fechadura Elétrica de Sobrepor FX 2000 AJ Preto Intelbras;https://m.media-amazon.com/images/I/41flIzDjkLL.__AC_SX300_SY300_QL70_ML2_.jpg;19.2;13.8;13.6;centímetros;1.56;g;
7896637678209;Fechadura Elétrica Residencial Intelbras FX 2000 U N Cinza;https://m.media-amazon.com/images/I/41eXF8+t0+L._AC_SY300_SX300_.jpg;19;13.8;13.4;centímetros;1.56;g;
7896637675246;Fechadura Elétrica Cilindro Fixo Fx2000 Cinza Intelbras;https://m.media-amazon.com/images/I/41zN5XU+VqL._AC_SY300_SX300_.jpg;19;13.8;13.4;centímetros;1.6;quilogramas;
7896637680301;Fechadura Elétrica de Sobrepor Intelbras FX 2000 Preto;https://m.media-amazon.com/images/I/41huFbtYfhL.__AC_SX300_SY300_QL70_ML2_.jpg;19.8;15.4;14.6;centímetros;1.6;quilogramas;
7896637678193;Fechadura Elétrica de Sobrepor Fixo FX 2000 UN Preto Intelbras;https://m.media-amazon.com/images/I/41huFbtYfhL.__AC_SX300_SY300_QL70_ML2_.jpg;20;13.8;13.2;centímetros;1.56;quilogramas;
7899298633983;Fechadura Elétrica de Sobrepor FX 1500 Preto Intelbras;https://m.media-amazon.com/images/I/41sEyCRSLsL.__AC_SX300_SY300_QL70_ML2_.jpg;17.3;11.5;10.6;centímetros;1.2;quilogramas;
7896637684910;Fechadura Elétrica Intelbras com Cilindro Fixo Fx 2000 Inox;https://m.media-amazon.com/images/I/41pTZdySauL.__AC_SX300_SY300_QL70_ML2_.jpg;19.2;14.2;13.6;centímetros;1.56;quilogramas;
7896423504026;Fechadura Elétrica para Porta de Vidro com 1 Folha com Maçaneta em L - PV-90 1R-HDL-90.01.03.085;https://m.media-amazon.com/images/I/51AaCi0lk4L.__AC_SX300_SY300_QL70_ML2_.jpg;2;1;1;milímetros;1.21;quilogramas;
7896637671033;Fechadura Eletro Intelbras FE20150 Com Sensor 4671094;https://m.media-amazon.com/images/I/41yzXc0a5aL.__AC_SX300_SY300_QL70_ML2_.jpg;30;20;10;milímetros;100;g;
7896637671026;FECHADURA FE 20150 PRATA S/SENSOR;https://m.media-amazon.com/images/I/5184PEVU-nL.__AC_SX300_SY300_QL70_ML2_.jpg;22.4;9.2;7.8;centímetros;1.53;kilograms;
7896637660150;FECHADURA ELETROIMA FS150 12V KIT ELITE COM SENSOR;https://m.media-amazon.com/images/I/51tWMObliLL.__AC_SX300_SY300_QL70_ML2_.jpg;22.8;12.4;11;centímetros;2;kilograms;
7896637660082;KT 753 Fechadura-eletroímã 150 Kgf para portas deslizantes;https://m.media-amazon.com/images/I/51W5gW6d3dL.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;centímetros;4;quilogramas;
7896637659512;Fechadura Digital Intelbras FR300;https://m.media-amazon.com/images/I/51UIw7UrwkL.__AC_SX300_SY300_QL70_ML2_.jpg;24;6;4;centímetros;2.5;kilograms;
7896637600996;Fechadura Eletroímã Intelbras 300 Kgf Com Sensor Fe 10300;https://m.media-amazon.com/images/I/417OxyMUKnL.__AC_SX300_SY300_QL70_ML2_.jpg;35;10;7;cm;1;kilograms;
7899298672678;Fechadura Inteligente de Sobrepor Para Portas de Vidro MFR 4000 Preto Intelbras;https://m.media-amazon.com/images/I/61W2h1dXlhL.__AC_SX300_SY300_QL70_ML2_.jpg;29.4;25.7;10.4;centímetros;1.66;quilogramas;
7899298652052;Fechadura Smart de Embutir Com Maçaneta Compatível com Alexa IFR 7000 Branco Intelbras;https://m.media-amazon.com/images/I/31AaL+hNSXL._AC_SY300_SX300_.jpg;36;31.4;9.6;centímetros;2.72;quilogramas;
7899298652816;Fechadura Smart de Embutir Com Maçaneta Compatível com Alexa IFR 7000 Prata Intelbras;https://m.media-amazon.com/images/I/314g70Uta+L._AC_SY300_SX300_.jpg;36;31;10;centímetros;2.68;quilogramas;
7896637643092;Fechadura Inteligente Smart de Embutir com Maçaneta e Biometria IZY IFR 7000 Preta Intelbras;https://m.media-amazon.com/images/I/41FWX5TOLaL.__AC_SX300_SY300_QL70_ML2_.jpg;35.9;31.3;10.8;centímetros;662;g;
7899298635802;;;8.9;3.9;16.63;cm;1.3;quilogramas;
7896637679848;Fechadura Solenoide Intelbras Safe para Vidro FS2010 4672004;https://m.media-amazon.com/images/I/517OMRUly7L.__AC_SX300_SY300_QL70_ML2_.jpg;16;11;11;cm;1;kilograms;
7896637688291;FECHADURA SOLENOIDE FAIL SAFE FS3010 A (VIDRO X ALVENARIA) 4672020 – INTELBRAS;https://m.media-amazon.com/images/I/41ty9gGGH2L.__AC_SX300_SY300_QL70_ML2_.jpg;22;21;8;centímetros;1.6;quilogramas;
7896637688284;FS 3010 V Fechadura solenoide fail safe Intelbras;https://m.media-amazon.com/images/I/61YpU2GMujL.__AC_SX300_SY300_QL70_ML2_.jpg;25;20;15;centímetros;1.5;kilograms;
7896637671330;Fechadura Solenóide Automatiza Intelbras Aço Inoxidável 2000Kgf;https://m.media-amazon.com/images/I/41Y2tZb+FuL._AC_SY300_SX300_.jpg;38;14;8;cm;1.65;quilogramas;
7896423503821;Fecho Elétrico Curto HDL FEC-91 Trinco Ajustavel;https://m.media-amazon.com/images/I/71eJt8+NHBL._AC_SX300_SY300_.jpg;18;4;3;centímetros;336;g;
7896423503760;;;0.24;0.05;0.03;cm;350;g;
7898461966569;Ferro de Passar, Bravo Cerâmico, Branco, 220v, Agratto;https://m.media-amazon.com/images/I/61iA8DfbyxL.__AC_SX300_SY300_QL70_ML2_.jpg;25.8;12.4;11;centímetros;640;gramas;
7898461966606;Agratto, Ferro de Passar, Facile, Branco, 220v;https://m.media-amazon.com/images/I/51ju8+5QgyL._AC_SY300_SX300_.jpg;26;12.4;10.8;centímetros;570;gramas;
7898105772914;Foxlux Ferro De Soldar 60 W 220 V;https://m.media-amazon.com/images/I/51RHH61IQ6L.__AC_SX300_SY300_QL70_ML2_.jpg;27.6;6.6;2.4;centímetros;0.16;g;
7898555219007;Filtro de linha Coletek FL-52BK com 5Tomadas Bivolt 127V/220V, com chave liga/desliga Led Indicador protecão contra sobretensão e sobrecorrente disjuntor para proteger contra curto-circuito, Preto;https://m.media-amazon.com/images/I/51juWDz3hUS.__AC_SX300_SY300_QL70_ML2_.jpg;25.5;11;4.8;centímetros;215;g;
7898506459773;Filtro De Linha Multilaser 6 Tomadas Branco Linear - WI222;https://m.media-amazon.com/images/I/51rmKqWS4FL.__AC_SX300_SY300_QL70_ML2_.jpg;27;10.4;4.2;centímetros;190;g;
7898378705077;Multiplicador 4 Tomadas Bivolt c/ Controle Remoto, Cabo 1.5m, PowerCube ELG, PWC-XM4CR, Laranja e Branco;https://m.media-amazon.com/images/I/613+tOzg-AL._AC_SX300_SY300_.jpg;24.2;8;7.2;centímetros;470;g;
7898378705039;Filtro de linha 4 tomadas + 2 Usb Powercube Pwc X4u Elg;https://m.media-amazon.com/images/I/51KPT49KseL.__AC_SX300_SY300_QL70_ML2_.jpg;23.6;8.4;7.8;centímetros;410;g;
7898378705176;ELG, PWC-X4U/3M, PowerCube com Extensor USB, Filtro de Linha, Multiplicador 4 Tomadas Bivolt com 2 Portas USB 2.4A, Disjuntor Integrado de 10A, Cabo 3m, Cinza;https://m.media-amazon.com/images/I/51KPT49KseL.__AC_SX300_SY300_QL70_ML2_.jpg;24.6;8.2;8.2;centímetros;480;g;
7898378705022;;;;;;;
7898378705169;ELG, PWC-X5/3M, PowerCube com Extensor, Multiplicador 5 Tomadas, Filtro de Linha com Protetor de Surto, Bivolt, Cabo 3m, Branco e Vermelho;https://m.media-amazon.com/images/I/51roKZsrbQL.__AC_SY300_SX300_QL70_ML2_.jpg;23.8;8.2;8.2;centímetros;490;g;
7898378705015;ELG, PWC-R4U, PowerCube USB, Filtro de Linha, Multiplicador 4 Tomadas Bivolt com 2 Portas USB 2.4A, Disjuntor Integrado de 10A, Branco e Azul;https://m.media-amazon.com/images/I/51bx9IGaB-L.__AC_SY300_SX300_QL70_ML2_.jpg;11.7;7.9;7.8;centímetros;260;g;
7898378705008;ELG, PWC-R5, PowerCube, Multiplicador 5 Tomadas, Disjuntor Integrado de 10A, Filtro de Linha com Protetor de Surto, Bivolt, Branco e Verde;https://m.media-amazon.com/images/I/51hguOR-sjL.__AC_SY300_SX300_QL70_ML2_.jpg;12;8;8;centímetros;240;g;
7897013548505;Filtro de Linha 4 Tomadas Elgin 2P+T 10A Preto Bivolt;https://m.media-amazon.com/images/I/61jN+cbBGCL._AC_SY300_SX300_.jpg;23;8.6;4.6;centímetros;224;g;
7897020631887;Filtro de Linha SMS Bivolt 4 Tomadas 1.3M - 62328, Preto;https://m.media-amazon.com/images/I/81ee+2h4jVL._AC_SX300_SY300_.jpg;35.4;10.6;4.2;centímetros;275;g;
7897020631894;;;5.7;4.09;2.8;cm;329;g;
7899838809366;Filtro De Linha 5 Tomadas 1,2M Branco Multilaser - WI300;https://m.media-amazon.com/images/I/41-wrWdasqL.__AC_SX300_SY300_QL70_ML2_.jpg;28;9.8;4;centímetros;0.17;g;
7899838806730;Filtro de Linha 5 Tomadas 90cm Preto Multi - WI297;https://m.media-amazon.com/images/I/51rc+Q+VTLL._AC_SX300_SY300_.jpg;30.2;13;6;centímetros;0.18;g;
7897013548512;Filtro de Linha 6 Tomadas Elgin 2P+T 10A Preto Bivolt;https://m.media-amazon.com/images/I/51QCpVFERUL.__AC_SX300_SY300_QL70_ML2_.jpg;31.8;8.8;4.8;centímetros;276;g;
7898554602701;Filtro de Linha 6 Tomadas 2P+T, Fortrek, Preto;https://m.media-amazon.com/images/I/71PJIBZ-+CL._AC_SY300_SX300_.jpg;30.6;7.8;4.6;centímetros;240;g;
7899495234600;Filtro de Linha Clamper Energia 5 Transparente LCF;https://m.media-amazon.com/images/I/518nyfaWnOL.__AC_SX300_SY300_QL70_ML2_.jpg;33.2;9.6;5.2;centímetros;300;g;
