codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7899744031615;5+ 018-0112 Cabo Micro USB Mobile A Femea, Preto, 17 cm;https://m.media-amazon.com/images/I/51MMhz0j+1L._AC_SY300_SX300_.jpg;11.2;4.2;2.6;centímetros;150;g;
7899298633655;Cabo USB Micro USB 1,2m PVC EUAB 12PP Preto Intelbras;https://m.media-amazon.com/images/I/51lTAqXlU4L.__AC_SX300_SY300_QL70_ML2_.jpg;16.2;8.4;3.4;centímetros;3;g;
7899838817385;Cabo USB 2.0XMicro USB 5 Pinos 2m Cores Sortidas Multilaser WI312;https://m.media-amazon.com/images/I/51ptH2ae+CL._AC_SY300_SX300_.jpg;16;11;2;cm;16;x;
7899838818467;CABO MICRO USB 5 PINOS 1M PRETO WI325, Multilaser, 26760;https://m.media-amazon.com/images/I/41hUcvLu3FL.__AC_SX300_SY300_QL70_ML2_.jpg;11.6;3.2;2.4;centímetros;0.02;g;
7898562690547;Cabo Mini Usb Macho Para Usb 2.0 Fêmea 0,5 Metro Comtac 9239;https://m.media-amazon.com/images/I/41052U8IVMS.__AC_SX300_SY300_QL70_ML2_.jpg;23.8;17.8;1;centímetros;23;g;
7899658706104;Cabo De Rede Multicameras 4p Preto Cftv Cx 300m Condutti;https://m.media-amazon.com/images/I/61LTNT-VhIL.__AC_SX300_SY300_QL70_ML2_.jpg;29.5;29.5;0.8;centímetros;2.3;kilograms;
7896637687317;Cabo para redes de dados IMPACT LAN IL5CAZ CAT5.E 4P Intelbras;https://m.media-amazon.com/images/I/51cucrg8WoL.__AC_SY300_SX300_QL70_ML2_.jpg;35.8;32.4;23.4;centímetros;9.2;g;
7893137208103;Cabo de Rede AZUL Cx 100m CAT5E CMX FURUKAWA SOHOPLUS;https://m.media-amazon.com/images/I/61j1pYjvWcL.__AC_SX300_SY300_QL70_ML2_.jpg;32.2;30.2;6.2;centímetros;2.51;kilograms;
7893137208080;Cabo Transmissão de Dados Sohoplus, Dispositivos de Conexão em Rede, Preto;https://m.media-amazon.com/images/I/61+wyxU4RdL._AC_SY300_SX300_.jpg;32;30;6.5;centímetros;2.51;kilograms;
7896637676786;Cabo Óptico Splitter Intelbras xfs1160 PLC 1x16 NC 4830016;https://m.media-amazon.com/images/I/51UAldu0RwL.__AC_SX300_SY300_QL70_ML2_.jpg;15;10;10;centímetros;100;g;
7896637676809;Cabo óPTICO Splitter Intelbras XFS 122 PLC 1X2 SC/APC 4830018;https://m.media-amazon.com/images/I/41Swy+h17fL._AC_SY300_SX300_.jpg;20;15;10;centímetros;100;g;
7896637676854;Cabo Óptico Splitter Intelbras XFS 121 PLC 1x2 SC/UPC 4830028;https://m.media-amazon.com/images/I/41KYlz+MqvL._SX342_.jpg;17;13;2;cm;100;g;
7896637676847;Cabo óPTICO Splitter Intelbras XFS 1322 PLC 1X32 SC/APC 4830027;https://m.media-amazon.com/images/I/61V+CcJ5mtL._AC_SY300_SX300_.jpg;25;20;10;centímetros;200;g;
7896637676878;Cabo Óptico Splitter Intelbras XFS 141 PLC 1x4 SC/UPC 4830029;https://m.media-amazon.com/images/I/51uYaB-0q1L.__AC_SX300_SY300_QL70_ML2_.jpg;20;15;10;centímetros;100;g;
7896637676779;Cabo Optico Splitter Intelbras PLC 1X8 NC XFS180 4830015;https://m.media-amazon.com/images/I/41ar0UUbXwL.__AC_SX300_SY300_QL70_ML2_.jpg;15;10;10;centímetros;50;g;
7896637676861;Splitter Óptico Balanceado 1X8 Sc/Upc Xfs 181, Intelbras, Adaptadores de Rede;https://m.media-amazon.com/images/I/61905QLIntL.__AC_SX300_SY300_QL70_ML2_.jpg;25;15;2;centímetros;0.07;g;
7899744052849;5+ 018-1066 Cabo Patch Info Cat.5E FTP, Azul, 15 m;https://m.media-amazon.com/images/I/51P9fnc1plL.__AC_SY300_SX300_QL70_ML2_.jpg;25.2;23.6;6.2;centímetros;350;g;
7899744052818;5+ Cabo De Rede, Santana Centro, Patch Cord UTP, Cat5e (RJ45), 30 Metros, Azul, 30 m;https://m.media-amazon.com/images/I/71Sqf3xu62L.__AC_SY300_SX300_QL70_ML2_.jpg;17.9;17.8;7.4;centímetros;600;g;
7899744003315;Cabo Patch Info - Patch Cord Cat5E Ftp - 10M - Azul;https://m.media-amazon.com/images/I/618di8eZzXL.__AC_SX300_SY300_QL70_ML2_.jpg;17.8;3;0.1;centímetros;0.23;g;
7899744003261;Cabo De Rede Patch Cord Cat5E Ftp 5 Metro Azul;https://m.media-amazon.com/images/I/61gjKHcm2ZL.__AC_SX300_SY300_QL70_ML2_.jpg;22;16;2.2;centímetros;200;g;
7899744039970;Cabo Patch Info - Patch Cord Cat5E Utp - 1M - Azul;https://m.media-amazon.com/images/I/71U1pS567bL.__AC_SY300_SX300_QL70_ML2_.jpg;21.2;11.4;0.8;centímetros;40;g;
